barrio_key,barrio_nombre,tree_density,refugios_300m,refugios_400m,refugios_proximos,fuentes_400m,fuentes_proximas,no2_medio,pop_65plus,coverage_ratio_300m,coverage_ratio_400m,coverage_ratio,coverage_ratio_suavizado,vulnerability_index_raw,vulnerability_index,log_pop,log_pop_norm,priority_score,priority_score_norm
2101,Alameda de Osuna,3886.244402849834,0,1,1,4,4,20.575678295763527,5457,0.0,0.1832508704416346,0.1832508704416346,0.1832508704416346,0.3100821467048424,0.0504734977011944,8.604837701268284,0.8728259848495864,0.04405458033984834,0.04887868042408149
1601,Palomas,3556.2000763216,1,1,1,4,4,21.592826598224512,1325,0.7547169811320755,0.7547169811320755,0.7547169811320755,0.7547169811320755,0.3436199277364279,0.0559325966263969,7.189922170745808,0.729304969778584,0.04079192069225212,0.0452587503959851
1405,Fontarrón,5279.01563624572,0,1,1,6,6,25.373348686313356,4110,0.0,0.24330900243309,0.24330900243309,0.24330900243309,0.2920898402992608,0.047544807205299,8.321421586897879,0.8440778599301435,0.04013151911664005,0.04452603299595792
1903,Valderrivas,4568.326656187251,0,1,1,3,3,24.44476240548275,1542,0.0,0.648508430609598,0.648508430609598,0.648508430609598,0.3257887413520858,0.0530301323776689,7.341483852363161,0.7446785280740097,0.03949040092257236,0.04381471056182832
606,Berruguete,709.9753128172118,1,2,2,5,5,24.466290636888854,4502,0.2221235006663705,0.444247001332741,0.444247001332741,0.444247001332741,0.2836371495866503,0.0461689238473385,8.412499120301572,0.8533162489097558,0.03939669291361106,0.04371074126311154
1201,Orcasitas,5683.584034561334,0,1,1,7,7,26.61877825241929,4627,0.0,0.2161227577263886,0.2161227577263886,0.2161227577263886,0.278910842894859,0.0453996011614687,8.439880088313567,0.8560936191752847,0.038866308867436195,0.043122278676587626
1403,Marroquina,9385.453867577851,0,0,0,11,11,25.351596373594685,8211,0.0,0.0,0.0,0.0121787845573011,0.258431582352984,0.0420660976983802,9.013351778138825,0.9142633383300471,0.03845949091223899,0.042670913014505124
1104,Vista Alegre,2101.023651929965,1,2,2,0,0,25.402324610430068,10926,0.091524803221673,0.1830496064433461,0.1830496064433461,0.1830496064433461,0.2493455470582647,0.0405871219287835,9.298992069570746,0.9432370711693129,0.03828327801529754,0.042475404311215714
1302,San Diego,1953.511323623025,2,2,2,5,5,24.42084898956977,6203,0.3224246332419797,0.3224246332419797,0.3224246332419797,0.3224246332419797,0.2443137087740435,0.0397680664598688,8.73294952429643,0.885820922347238,0.03522738531144724,0.03908488278701737
1007,Águilas,2744.346233092437,2,2,2,4,4,24.11699866177976,14221,0.140637085999578,0.140637085999578,0.140637085999578,0.140637085999578,0.2169079071943303,0.0353070980431681,9.562545340443464,0.9699704217792732,0.034246840780733916,0.03799696588056654
706,Vallehermoso,2392.357157560679,1,2,2,1,1,25.326653794285964,5593,0.1787949222242088,0.3575898444484177,0.3575898444484177,0.3575898444484177,0.2391764310208298,0.0389318481234612,8.629449873761905,0.8753225041846188,0.034077922791963304,0.03780955089834891
207,Atocha,2704.9761754247347,0,1,1,5,5,20.4851551940245,250,0.0,4.0,4.0,4.0,0.3705470067668031,0.0603156411711485,5.5254529391317835,0.5604706411402628,0.03380514607797963,0.037506904369268734
102,Embajadores,2188.203938338596,1,2,2,8,8,23.42933265692929,6783,0.1474273920094353,0.2948547840188706,0.2948547840188706,0.2948547840188706,0.2273694680441204,0.0370099744361306,8.822322177471738,0.8948863779356521,0.03311972197063999,0.0367464244001221
805,La Paz,2953.004456740867,1,2,2,17,17,23.775061962101727,12149,0.0823113013416742,0.1646226026833484,0.1646226026833484,0.1646226026833484,0.2074948274559214,0.0337748877447468,9.405084448768694,0.9539984810381865,0.03222119160572371,0.035749502440605666
2007,Canillejas,2015.3893175740727,1,2,2,7,7,22.04630707898997,7126,0.1403311815885489,0.2806623631770979,0.2806623631770979,0.2806623631770979,0.2188152608731501,0.0356175667771676,8.871645667501872,0.8998894733171517,0.03205187340794383,0.03556164342537001
904,Valdezarza,3260.210845952016,2,2,2,12,12,24.22619392049357,7949,0.2516039753428104,0.2516039753428104,0.2516039753428104,0.2516039753428104,0.2019240165799263,0.0328681012272665,8.980927207648378,0.9109743736041375,0.029941997927066484,0.033220730662863726
701,Gaztambide,3157.09540876178,0,2,2,4,4,24.111295795207475,5929,0.0,0.3373250126496879,0.3373250126496879,0.3373250126496879,0.2041426299419724,0.0332292351320045,8.68777949199177,0.881239130185581,0.029282902264459794,0.03248946217697803
1604,Pinar del Rey,3397.294541498502,1,2,2,10,10,22.637109378299044,14142,0.0707113562438127,0.1414227124876255,0.1414227124876255,0.1414227124876255,0.1847146439382803,0.0300668524623902,9.5569750810205,0.9694054062222687,0.02914696932512839,0.032338644199609266
1205,Moscardó,4036.1479377687942,2,2,2,6,6,26.31988060093988,5132,0.3897116134060795,0.3897116134060795,0.3897116134060795,0.3897116134060795,0.1932841028040591,0.0314617427098899,8.543445562560303,0.8665987141223397,0.02726470577643848,0.030250267514130017
206,Palos de la Frontera,2999.498905609684,2,2,2,4,4,21.679108467646262,5732,0.3489183531053733,0.3489183531053733,0.3489183531053733,0.3489183531053733,0.187914863676227,0.0305877669532858,8.653994232908383,0.8778121449179204,0.02685031331751329,0.029790497918921036
301,Pacífico,3258.818507029989,2,2,2,5,5,20.949196896341533,9234,0.2165908598657136,0.2165908598657136,0.2165908598657136,0.2165908598657136,0.1746476873623007,0.0284282076226427,9.13075589263334,0.926172146539639,0.026329414076137515,0.029212558749918825
101,Palacio,3880.520428836583,1,2,2,12,12,24.105986641759007,4862,0.2056766762649115,0.4113533525298231,0.4113533525298231,0.4113533525298231,0.1818187971174815,0.0295954821516328,8.489410810403786,0.8611177350028656,0.02548519455673177,0.028275894825793766
